,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
1727,Volvo,V70,1.6D Drive,2010, 46.0 , 58.8 , 61.9 , 64.3 , 66.4 , 70.4 
1728,Volvo,V90,T5 Stationcar,2016, 46.2 , 53.8 , 60.8 , 63.8 , 67.4 , 69.5 
1729,Volvo,V90,D5 stationcar,2017, 39.9 , 57.8 , 62.0 , 64.5 , 66.2 , 69.6 
1730,Volvo,V90,T5 stationcar,2017, 44.6 , 52.0 , 57.3 , 61.2 , 67.3 , 67.4 
1731,Volvo,XC60,D5 Geartronic,2008, 45.4 , 54.8 , 60.5 , 63.5 , 67.0 , 69.3 
1732,Volvo,XC60,T6,2009, 45.4 , 55.8 , 64.2 , 67.4 , 69.9 , 72.8 
1733,Volvo,XC60,2.4D,2010, 42.7 , 52.6 , 60.4 , 63.0 , 65.8 , 69.0 
1734,Volvo,XC60,T6,2010, 43.3 , 54.7 , 61.8 , 65.5 , 68.6 , 71.7 
1735,Volvo,XC60,D5 2.4,2011, 43.6 , 53.6 , 61.6 , 65.8 , 67.0 , 68.6 
1736,Volvo,XC60,D4,2015, 48.9 , 55.4 , 58.7 , 61.6 , 64.6 , 67.7 
1737,Volvo,XC60,2.4D,2016, 43.9 , 56.8 , 60.0 , 63.3 , 66.2 , 69.6 
1738,Volvo,XC60,D5,2016, 46.8 , 55.6 , 60.1 , 62.8 , 67.1 , 69.8 
1739,Volvo,XC60,2.0d,2017, 43.6 , 51.6 , 56.1 , 60.6 , 67.1 , 67.2 
1740,Volvo,XC70,D5,2008, 43.2 , 53.2 , 61.2 , 65.5 , 66.5 , 67.9 
1741,Volvo,XC90,D5,2015, 44.1 , 55.8 , 61.5 , 64.2 , 67.9 , 70.0 
1742,Volvo,XC90,D4,2016, 42.9 , 56.8 , 60.5 , 64.3 , 66.2 , 69.6 
1743,Volvo,XC90,T8 Twin Engine,2016, 37.3 , 50.3 , 56.6 , 60.9 , 65.4 , 67.8 
1744,Volvo,XC90,2.0d,2017, 47.9 , 64.7 , 65.5 , 66.3 , 67.2 , 70.6 
